Name,Age,Location,Driving Habit,Common Routes,Vehicle Usage,Incident Report,User Interaction
Craig Vincent,52,Lauraberg,Eco-Friendly,Rural Roads,Business,"{'incident_type': 'Maintenance', 'details': 'Thousand game religious half local southern think arm.', 'date': datetime.date(2021, 10, 29), 'service_provider': None}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Debate again leg together.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Position where away have picture likely.', 'date': datetime.date(2023, 6, 7)}}"
Tracy Kim,23,North Timothy,Defensive,Highway,Business,"{'incident_type': 'Emergency Call', 'details': 'Mrs growth seek door when behavior scene likely.', 'date': datetime.date(2021, 10, 12), 'service_provider': 'Castillo, Smith and Boyd'}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Work drug ok response wall treatment.'}, 'customer_support': {'inquiry_type': 'Data Usage', 'content': 'Prevent radio plan family mind responsibility event.', 'date': datetime.date(2023, 5, 27)}}"
Timothy Bowers,35,Gloriaton,Defensive,Mixed,Ride Share,"{'incident_type': 'System Error', 'details': 'Above position sit mention leave else finish artist.', 'date': datetime.date(2022, 4, 24), 'service_provider': 'Smith Ltd'}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Plan reflect necessary culture page.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Smile east major from investment save important.', 'date': datetime.date(2023, 8, 21)}}"
Jesse Keller,24,Port Peterhaven,Defensive,Mixed,Ride Share,"{'incident_type': 'Emergency Call', 'details': 'How maybe management fish four.', 'date': datetime.date(2023, 6, 12), 'service_provider': None}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Second recently wish bar name choice.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Policy approach population what.', 'date': datetime.date(2023, 10, 7)}}"
Kathryn Tate,59,South David,Safety-Conscious,Urban Traffic,Ride Share,"{'incident_type': 'Maintenance', 'details': 'Its within crime scientist draw him ago.', 'date': datetime.date(2021, 10, 24), 'service_provider': 'Vargas, Harris and Simmons'}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Couple power model week.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Visit station strong effect their right.', 'date': datetime.date(2023, 10, 27)}}"
Erik Cooper,67,North Caitlyn,Eco-Friendly,Highway,Personal,"{'incident_type': 'Accident', 'details': 'Direction factor light always.', 'date': datetime.date(2020, 11, 15), 'service_provider': 'Phillips, Wu and Allen'}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Each bad realize.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Until fine lot.', 'date': datetime.date(2023, 6, 2)}}"
Christina Griffin,20,New Rickyburgh,Aggressive,Urban Traffic,Personal,"{'incident_type': 'Accident', 'details': 'Before only produce Democrat.', 'date': datetime.date(2021, 1, 27), 'service_provider': None}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Citizen information though interview coach.'}, 'customer_support': {'inquiry_type': 'Data Usage', 'content': 'Manage card current same fire goal produce.', 'date': datetime.date(2023, 7, 17)}}"
Kari Hickman,32,Mendozamouth,Defensive,Urban Traffic,Commercial,"{'incident_type': 'Maintenance', 'details': 'Pull deep occur mean western participant.', 'date': datetime.date(2022, 6, 14), 'service_provider': 'Jones-Ho'}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Boy baby task company your dog.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Meet involve during north challenge expect travel.', 'date': datetime.date(2023, 3, 11)}}"
Nancy Costa,63,New Joseph,Safety-Conscious,Rural Roads,Commercial,"{'incident_type': 'Maintenance', 'details': 'Dinner perhaps per room center open.', 'date': datetime.date(2023, 6, 17), 'service_provider': None}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Remember know occur keep.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Action degree arrive cover involve.', 'date': datetime.date(2023, 7, 22)}}"
Herbert Turner,62,Riveratown,Defensive,Mixed,Ride Share,"{'incident_type': 'Maintenance', 'details': 'Force so hospital agent woman.', 'date': datetime.date(2020, 5, 6), 'service_provider': None}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Although option lay first family expert only window.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Apply focus second part three public.', 'date': datetime.date(2023, 8, 10)}}"
Suzanne Gould,56,Carlosland,Aggressive,Highway,Ride Share,"{'incident_type': 'Emergency Call', 'details': 'Nor room meeting very guy.', 'date': datetime.date(2022, 5, 15), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Drive group her upon actually home lot.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Song physical south guy.', 'date': datetime.date(2023, 2, 7)}}"
Jesse Choi,19,West Kevinport,Aggressive,Highway,Commercial,"{'incident_type': 'Accident', 'details': 'Ahead explain name.', 'date': datetime.date(2023, 1, 8), 'service_provider': 'Perez, Barnett and Williams'}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'May center despite campaign believe there remain.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Cup prove evidence daughter product.', 'date': datetime.date(2023, 3, 7)}}"
Michelle King,27,Wrightfurt,Aggressive,Mixed,Ride Share,"{'incident_type': 'Accident', 'details': 'Administration option sell.', 'date': datetime.date(2020, 11, 7), 'service_provider': 'Robles-Collins'}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Future garden to half.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Dinner range understand for already machine money.', 'date': datetime.date(2023, 8, 21)}}"
Louis Burton,20,East Matthewport,Aggressive,Urban Traffic,Ride Share,"{'incident_type': 'Maintenance', 'details': 'Station thus support else order.', 'date': datetime.date(2022, 8, 15), 'service_provider': 'Richardson-Smith'}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Manager list herself seven represent idea draw up.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Law machine short wind.', 'date': datetime.date(2023, 7, 28)}}"
Richard Kerr,23,Lisaberg,Defensive,Urban Traffic,Ride Share,"{'incident_type': 'Maintenance', 'details': 'Training cultural machine owner.', 'date': datetime.date(2022, 11, 3), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Approach collection person before forward shake.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Listen shake daughter show expert leg.', 'date': datetime.date(2023, 10, 17)}}"
Virginia Watkins,18,Millermouth,Speed-Oriented,Rural Roads,Commercial,"{'incident_type': 'Accident', 'details': 'Through suffer social large task specific possible.', 'date': datetime.date(2022, 7, 26), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Television evening officer.'}, 'customer_support': {'inquiry_type': 'Data Usage', 'content': 'Service learn skin production brother sure goal.', 'date': datetime.date(2023, 5, 8)}}"
Sean Griffin,40,South Eddie,Aggressive,Rural Roads,Ride Share,"{'incident_type': 'Maintenance', 'details': 'City player political management student white car.', 'date': datetime.date(2020, 2, 19), 'service_provider': 'Frank-Houston'}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Senior blood officer artist instead.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Too which agreement Democrat different recently doctor.', 'date': datetime.date(2023, 2, 9)}}"
Tammy Peterson,57,East Wendyside,Safety-Conscious,Highway,Personal,"{'incident_type': 'Accident', 'details': 'Skin computer trade deal guy next.', 'date': datetime.date(2022, 4, 1), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Certainly report full forget.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Social need president.', 'date': datetime.date(2023, 5, 24)}}"
Seth Thomas,30,Lopezchester,Safety-Conscious,Rural Roads,Business,"{'incident_type': 'Emergency Call', 'details': 'Turn admit people simple.', 'date': datetime.date(2020, 9, 4), 'service_provider': 'Vega, Martinez and Jones'}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Seat before from part keep itself relationship.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Safe will capital gun then.', 'date': datetime.date(2023, 2, 25)}}"
Norman Rhodes,52,Lake Jenniferstad,Eco-Friendly,Rural Roads,Business,"{'incident_type': 'Maintenance', 'details': 'No should hold two investment.', 'date': datetime.date(2022, 2, 6), 'service_provider': 'Hammond, Smith and Frazier'}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Politics what information here although.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'At five live pull really record director.', 'date': datetime.date(2023, 1, 31)}}"
Anthony Torres,57,New Matthew,Speed-Oriented,Mixed,Ride Share,"{'incident_type': 'System Error', 'details': 'Cost draw treatment gas conference top him.', 'date': datetime.date(2021, 12, 29), 'service_provider': None}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Suddenly position house suggest.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Tough else pull people.', 'date': datetime.date(2023, 2, 3)}}"
Mark Wheeler,44,Huynhfurt,Eco-Friendly,Urban Traffic,Business,"{'incident_type': 'Accident', 'details': 'Begin season however test bill.', 'date': datetime.date(2021, 11, 5), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Mr economic art.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Age significant owner law pass Mrs eight common.', 'date': datetime.date(2023, 10, 10)}}"
Alan Lambert,65,Mccarthyhaven,Speed-Oriented,Urban Traffic,Ride Share,"{'incident_type': 'System Error', 'details': 'Imagine see few example.', 'date': datetime.date(2023, 4, 19), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Boy cover recently paper compare.'}, 'customer_support': {'inquiry_type': 'Data Usage', 'content': 'Sing want resource.', 'date': datetime.date(2023, 2, 2)}}"
Shelly Taylor,63,New Sandra,Safety-Conscious,Rural Roads,Personal,"{'incident_type': 'Emergency Call', 'details': 'Finally country three after cost less.', 'date': datetime.date(2020, 1, 30), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Thing one American outside site.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Paper so street grow young.', 'date': datetime.date(2023, 1, 16)}}"
Devin Davenport,50,Port Brianton,Defensive,Urban Traffic,Commercial,"{'incident_type': 'Emergency Call', 'details': 'Modern market perhaps moment paper herself course.', 'date': datetime.date(2020, 2, 13), 'service_provider': 'Pace, Turner and Sanchez'}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Whatever everyone rise blood.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Less be image site attorney.', 'date': datetime.date(2023, 7, 28)}}"
Christopher Gardner,55,Chelseyborough,Eco-Friendly,Rural Roads,Commercial,"{'incident_type': 'Accident', 'details': 'Strategy threat tax bring challenge write.', 'date': datetime.date(2023, 4, 28), 'service_provider': 'Wilson, Hanson and Reyes'}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Support performance chance toward music address admit.'}, 'customer_support': {'inquiry_type': 'Privacy Concern', 'content': 'Describe thank study act radio politics.', 'date': datetime.date(2023, 3, 19)}}"
Brandon Barrera,47,Lake Jessicafurt,Safety-Conscious,Mixed,Ride Share,"{'incident_type': 'Maintenance', 'details': 'Arrive cut science through central rise court.', 'date': datetime.date(2020, 4, 2), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Visit because model available since.'}, 'customer_support': {'inquiry_type': 'Data Usage', 'content': 'Beyond back politics police.', 'date': datetime.date(2023, 8, 12)}}"
Jordan Flores,45,West Jose,Defensive,Urban Traffic,Personal,"{'incident_type': 'System Error', 'details': 'Often bit of challenge risk old daughter.', 'date': datetime.date(2020, 1, 21), 'service_provider': None}","{'system_settings': {'preference': 'Full Sharing', 'customizations': 'Trip cold live can.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Manager organization view well still.', 'date': datetime.date(2023, 6, 17)}}"
Jeffrey Mooney,44,Brownberg,Defensive,Mixed,Business,"{'incident_type': 'Emergency Call', 'details': 'Dark week truth care.', 'date': datetime.date(2023, 8, 12), 'service_provider': None}","{'system_settings': {'preference': 'High Privacy', 'customizations': 'Star left important occur experience government audience.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'Nor article admit year Republican.', 'date': datetime.date(2023, 1, 10)}}"
Jordan Smith,69,East Sheilamouth,Defensive,Urban Traffic,Commercial,"{'incident_type': 'Maintenance', 'details': 'Site sometimes top lawyer read.', 'date': datetime.date(2021, 12, 28), 'service_provider': None}","{'system_settings': {'preference': 'Balanced', 'customizations': 'Us choose nor attack.'}, 'customer_support': {'inquiry_type': 'Complaint', 'content': 'Center easy practice simple result week guess.', 'date': datetime.date(2023, 5, 5)}}"
Marissa Parker,22,East Mary,Eco-Friendly,Urban Traffic,Business,"{'incident_type': 'Maintenance', 'details': 'Building another whether matter body.', 'date': datetime.date(2022, 12, 5), 'service_provider': None}","{'system_settings': {'preference': 'Balanced', 'customizations': 'My eight prove someone nice a scientist want.'}, 'customer_support': {'inquiry_type': 'Feature Inquiry', 'content': 'He others morning occur.', 'date': datetime.date(2023, 3, 17)}}"
