Name,Age,Nationality,Travel Preference,Loyalty Program Status,Past Travel Detail,Payment Detail,Booking Pattern,User Feedback
Anthony Howard,46,Spain,Budget,Gold,"{'destination': 'New Tonya', 'duration': '9 days', 'hotel_stay': 'Moore and Sons', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 5, 24), 'amount': '$9112'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'I draw age lay.'}"
Steven Williams,27,Burkina Faso,Eco-friendly,Silver,"{'destination': 'East Brianna', 'duration': '10 days', 'hotel_stay': 'Becker, Walker and Daugherty', 'activity': 'Museum visit'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 1, 9), 'amount': '$4838'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Particularly ready on simply sing magazine discover.'}"
Megan Rowe,47,Cote d'Ivoire,Luxury,Platinum,"{'destination': 'Youngmouth', 'duration': '13 days', 'hotel_stay': 'Hunter Group', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 4, 18), 'amount': '$7141'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Arrive least realize.'}"
Jennifer Bates,21,Afghanistan,Budget,Bronze,"{'destination': 'Alishamouth', 'duration': '10 days', 'hotel_stay': 'Pratt, Jones and Johnson', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 6, 13), 'amount': '$2235'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'True change security with name finally.'}"
Elaine Smith,59,Lebanon,Adventure,Gold,"{'destination': 'Taylorfurt', 'duration': '11 days', 'hotel_stay': 'Vega Inc', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 3, 31), 'amount': '$3840'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'End education interview Mrs street meet.'}"
Mario Parrish,18,Cote d'Ivoire,Luxury,Platinum,"{'destination': 'Caldwellburgh', 'duration': '4 days', 'hotel_stay': 'Clark-Hicks', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 8, 4), 'amount': '$3008'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Interest government generation those likely.'}"
Kathryn Howell,18,Qatar,Cultural,Gold,"{'destination': 'Susanburgh', 'duration': '5 days', 'hotel_stay': 'Fowler-Lynch', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 10, 27), 'amount': '$7253'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Play draw involve guy probably.'}"
April Riddle,56,Northern Mariana Islands,Cultural,Gold,"{'destination': 'South Sandra', 'duration': '8 days', 'hotel_stay': 'Rubio, White and Mcintyre', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 12, 28), 'amount': '$9115'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Fire chance little less method everything.'}"
Tony Lowe,46,Mali,Eco-friendly,Platinum,"{'destination': 'New Melissa', 'duration': '1 days', 'hotel_stay': 'Burton-Martin', 'activity': 'Local cuisine tasting'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 8, 12), 'amount': '$7389'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Ahead staff past friend.'}"
Troy Delgado,57,Tanzania,Budget,Silver,"{'destination': 'Davidshire', 'duration': '7 days', 'hotel_stay': 'Johnson-Miller', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 1, 22), 'amount': '$3663'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Image man plant particular.'}"
Ryan Wilkins,18,Cape Verde,Cultural,Silver,"{'destination': 'Waltersmouth', 'duration': '12 days', 'hotel_stay': 'Gardner-Wu', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 1, 8), 'amount': '$6436'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Affect quality toward difference west employee.'}"
Michael Martinez,31,Anguilla,Adventure,Silver,"{'destination': 'Justinstad', 'duration': '13 days', 'hotel_stay': 'Norman-Solomon', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 1, 21), 'amount': '$4319'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Kitchen design very hit bill.'}"
Kristina Washington,30,Central African Republic,Cultural,Gold,"{'destination': 'Port John', 'duration': '7 days', 'hotel_stay': 'Cummings LLC', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 7, 11), 'amount': '$3002'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 3, 'comments': 'Continue series glass.'}"
Mark White,32,Uruguay,Business,Platinum,"{'destination': 'Hancockborough', 'duration': '6 days', 'hotel_stay': 'Gray-Smith', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 8, 27), 'amount': '$8244'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Who offer keep traditional half challenge imagine.'}"
Renee Carpenter,45,Trinidad and Tobago,Budget,Platinum,"{'destination': 'New Matthew', 'duration': '7 days', 'hotel_stay': 'Rice Group', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 4, 22), 'amount': '$8800'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 1, 'comments': 'Control particularly seat inside simply.'}"
Kevin Smith,60,Reunion,Eco-friendly,Bronze,"{'destination': 'Reedchester', 'duration': '8 days', 'hotel_stay': 'Ramos, Smith and Lambert', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 10, 8), 'amount': '$7572'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Little line day there senior.'}"
Suzanne Spencer,45,French Guiana,Eco-friendly,Gold,"{'destination': 'West Teresaport', 'duration': '6 days', 'hotel_stay': 'Hunt Group', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 1, 13), 'amount': '$9174'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 3, 'comments': 'Contain campaign page rule project.'}"
Joshua Garcia,60,Panama,Business,Gold,"{'destination': 'South Travis', 'duration': '14 days', 'hotel_stay': 'Wilson, Watson and Smith', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 8, 18), 'amount': '$8847'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 2, 'comments': 'Mission mind man Republican star bank.'}"
Heather Francis,21,Saint Vincent and the Grenadines,Business,Bronze,"{'destination': 'New Scottbury', 'duration': '3 days', 'hotel_stay': 'Hayden, Wood and Jackson', 'activity': 'Sightseeing'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 6, 15), 'amount': '$3185'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Together choice event ask hour mention.'}"
Paul Rogers,49,Mongolia,Budget,Silver,"{'destination': 'Wattsville', 'duration': '7 days', 'hotel_stay': 'Johnson-Jones', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 2, 1), 'amount': '$6022'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Letter easy look respond.'}"
Emily Decker,47,Mozambique,Adventure,Bronze,"{'destination': 'Georgebury', 'duration': '11 days', 'hotel_stay': 'Roman and Sons', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 9, 5), 'amount': '$8724'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Wish good check heart size history.'}"
Lisa Bennett,44,Palau,Budget,Gold,"{'destination': 'West Michaelburgh', 'duration': '9 days', 'hotel_stay': 'Moreno-Rivera', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 5, 19), 'amount': '$1699'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Machine even help away possible bank late.'}"
Brandon Rojas,27,Armenia,Luxury,Platinum,"{'destination': 'Johnsonstad', 'duration': '9 days', 'hotel_stay': 'Schaefer PLC', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 8, 23), 'amount': '$1230'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Stuff want down.'}"
Natalie Singleton,52,Lesotho,Adventure,Gold,"{'destination': 'New Amy', 'duration': '12 days', 'hotel_stay': 'Johns, Brooks and Lopez', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 1, 9), 'amount': '$5005'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Edge capital figure during song.'}"
Julie Aguilar,52,Sierra Leone,Cultural,Platinum,"{'destination': 'Laneland', 'duration': '10 days', 'hotel_stay': 'Stone-Webb', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 10, 15), 'amount': '$4742'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 4, 'comments': 'Service through budget.'}"
Natalie Sanchez,59,Wallis and Futuna,Cultural,Platinum,"{'destination': 'West Aliciashire', 'duration': '7 days', 'hotel_stay': 'Rodriguez-Adkins', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 6, 11), 'amount': '$9481'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Audience compare federal spend party focus pressure.'}"
Emily Brown,46,Saint Barthelemy,Business,Bronze,"{'destination': 'Traceyhaven', 'duration': '1 days', 'hotel_stay': 'Irwin, Hayden and Owens', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 10, 28), 'amount': '$5515'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Me glass well side economic.'}"
Angela French,25,Equatorial Guinea,Budget,Silver,"{'destination': 'Mendezfurt', 'duration': '12 days', 'hotel_stay': 'Mejia-Carroll', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 10, 7), 'amount': '$5143'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Feeling rich analysis minute TV on tree.'}"
Elizabeth Norman,19,British Indian Ocean Territory (Chagos Archipelago),Eco-friendly,Platinum,"{'destination': 'Erinchester', 'duration': '7 days', 'hotel_stay': 'Hess, Brown and Middleton', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 2, 24), 'amount': '$2046'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Also indeed message friend shoulder board test.'}"
John Young,22,Philippines,Luxury,Silver,"{'destination': 'Kevinport', 'duration': '2 days', 'hotel_stay': 'Long LLC', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 3, 30), 'amount': '$423'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Scene you early detail.'}"
Richard Silva,23,Lebanon,Budget,Platinum,"{'destination': 'Huynhborough', 'duration': '6 days', 'hotel_stay': 'Edwards Ltd', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 1, 18), 'amount': '$2066'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Fly go together husband.'}"
Michelle Anderson,24,Cameroon,Business,Silver,"{'destination': 'North Kyle', 'duration': '1 days', 'hotel_stay': 'Holden-Benton', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 2, 7), 'amount': '$7475'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 4, 'comments': 'Present point employee sport happy ahead.'}"
Christina Bishop,21,Kuwait,Luxury,Bronze,"{'destination': 'Port Deborahbury', 'duration': '1 days', 'hotel_stay': 'Lowe-Weaver', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 1, 31), 'amount': '$3522'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 5, 'comments': 'Local trial black.'}"
Jody Nelson,46,Guyana,Cultural,Gold,"{'destination': 'Nataliemouth', 'duration': '10 days', 'hotel_stay': 'Knight-Villarreal', 'activity': 'Beach'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 6, 25), 'amount': '$4197'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 3, 'comments': 'Yourself crime often imagine.'}"
Roy Franklin,21,Belgium,Business,Silver,"{'destination': 'Newmanstad', 'duration': '9 days', 'hotel_stay': 'Fleming and Sons', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 1, 4), 'amount': '$6872'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Money away those same Congress.'}"
Marissa Baker,49,Gabon,Cultural,Bronze,"{'destination': 'Stevenville', 'duration': '13 days', 'hotel_stay': 'Jones and Sons', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 9, 27), 'amount': '$2803'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 1, 'comments': 'Appear us how bad along.'}"
Thomas Smith,57,Bahamas,Eco-friendly,Bronze,"{'destination': 'Jefferyport', 'duration': '2 days', 'hotel_stay': 'Patterson, Ibarra and Johnson', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2021, 9, 9), 'amount': '$5831'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'Create he pull value physical himself.'}"
Robert Barker,48,Niger,Budget,Silver,"{'destination': 'North Chadton', 'duration': '14 days', 'hotel_stay': 'Mitchell LLC', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 1, 2), 'amount': '$1543'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 4, 'comments': 'All give send.'}"
Alexander Thomas,36,Netherlands,Budget,Platinum,"{'destination': 'Scottstad', 'duration': '12 days', 'hotel_stay': 'Gilmore-Gomez', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 12, 20), 'amount': '$6174'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'Example already chair professional along.'}"
Scott Hammond,55,Monaco,Budget,Platinum,"{'destination': 'South Dan', 'duration': '13 days', 'hotel_stay': 'Hernandez, Goodman and Johnson', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 1, 1), 'amount': '$8442'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 5, 'comments': 'Water want collection.'}"
Shelly Fitzpatrick,43,Nigeria,Adventure,Gold,"{'destination': 'Lake Angela', 'duration': '9 days', 'hotel_stay': 'Dunn, Johnson and Johnson', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 12, 27), 'amount': '$3959'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'Stand mean more your.'}"
Breanna King,29,Latvia,Business,Gold,"{'destination': 'Brandonfurt', 'duration': '12 days', 'hotel_stay': 'Mills, Paul and James', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 3, 9), 'amount': '$3358'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Sister evidence religious training.'}"
