Name,Age,Location,Allergens,Dietary Restriction,Dining Experience,User Interaction
Kevin Rodriguez,49,East Christopherview,"['Wheat', 'Tree nuts', 'Milk']",Kosher,"{'restaurant_name': 'Morrison, Brown and Roberts', 'meal_type': 'Starter', 'menu_selection': 'Reflect war kind art sound worker.', 'special_requests': 'Wheat, Tree nuts, Milk', 'feedback': 'Satisfied'}","{'staff_interaction': 'Specific behavior site level particularly general.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Profile Private'}"
Tiffany Ford,25,East Billyport,"['Shellfish', 'Egg']",Keto,"{'restaurant_name': 'Torres, Johnson and Lewis', 'meal_type': 'Starter', 'menu_selection': 'Bad particular term dream expert.', 'special_requests': 'Shellfish, Egg', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Receive cup particularly.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
John Snyder,60,Davisborough,"['Shellfish', 'Fish']",Kosher,"{'restaurant_name': 'Norton-Webb', 'meal_type': 'Starter', 'menu_selection': 'Official score where protect not include where.', 'special_requests': 'Shellfish, Fish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Consider mouth cut buy attention animal manager.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Thomas Pearson,22,Rebeccahaven,[],Low Fat,"{'restaurant_name': 'Perez LLC', 'meal_type': 'Starter', 'menu_selection': 'Heart model heart fire or any.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Everybody professional its stock former.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Samantha Garrett,37,Terryfurt,[],Halal,"{'restaurant_name': 'Ramsey, Vargas and Davenport', 'meal_type': 'Main Course', 'menu_selection': 'Particular per free brother dinner.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Firm actually protect performance item walk.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Matthew Ochoa,44,Carterview,['Fish'],Halal,"{'restaurant_name': 'Fleming-Ballard', 'meal_type': 'Starter', 'menu_selection': 'Whose from Mrs green.', 'special_requests': 'Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'Time election national design.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Anthony Paul,25,Moralesburgh,[],Gluten Free,"{'restaurant_name': 'Reese and Sons', 'meal_type': 'Main Course', 'menu_selection': 'Me box yard me agree.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Pay clearly keep wrong draw.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Mary Gray DVM,46,Port Kristy,['Soy'],Kosher,"{'restaurant_name': 'Patterson-Wright', 'meal_type': 'Drink', 'menu_selection': 'Energy today recent American them whole.', 'special_requests': 'Soy', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Gun sport tree.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Deanna Gilbert,60,East Jeffrey,[],Low Fat,"{'restaurant_name': 'Robinson-Rivera', 'meal_type': 'Dessert', 'menu_selection': 'Guess station off hour set wear across quality.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Region join voice fear few best direction.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
Robert Bennett,33,Port Sandrabury,[],Low Fat,"{'restaurant_name': 'Thomas LLC', 'meal_type': 'Drink', 'menu_selection': 'Smile growth well step name.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Turn three share.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Jack Mayo,50,Reedstad,"['Fish', 'Wheat']",Vegan,"{'restaurant_name': 'Reyes, Scott and Powell', 'meal_type': 'Dessert', 'menu_selection': 'Building second toward firm trip administration television.', 'special_requests': 'Fish, Wheat', 'feedback': 'Satisfied'}","{'staff_interaction': 'Bill human whether western easy take cost.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Profile Public'}"
Morgan May,36,Stevensmouth,"['Wheat', 'Shellfish']",Vegan,"{'restaurant_name': 'Garza-Gomez', 'meal_type': 'Main Course', 'menu_selection': 'Tough issue near decade floor activity.', 'special_requests': 'Wheat, Shellfish', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Development form language real exist understand security.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Barbara Brooks,33,North Barbara,['Milk'],Kosher,"{'restaurant_name': 'Gonzales PLC', 'meal_type': 'Starter', 'menu_selection': 'Think trade two shake.', 'special_requests': 'Milk', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Miss prepare class newspaper.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Joe Young,26,Blankenshipmouth,['Shellfish'],Kosher,"{'restaurant_name': 'Wilson, Richards and Robinson', 'meal_type': 'Starter', 'menu_selection': 'Act process from.', 'special_requests': 'Shellfish', 'feedback': 'Satisfied'}","{'staff_interaction': 'Be may believe process well interest school share.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Some Details Public'}"
Sydney George,53,Lake Timothymouth,"['Egg', 'Shellfish']",Keto,"{'restaurant_name': 'Robertson-Young', 'meal_type': 'Drink', 'menu_selection': 'Hard especially official leave how nearly speak.', 'special_requests': 'Egg, Shellfish', 'feedback': 'Neutral'}","{'staff_interaction': 'Chance year against better choice beat benefit attack.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Private'}"
George Avila,27,Patelstad,[],Vegan,"{'restaurant_name': 'Klein-Novak', 'meal_type': 'Dessert', 'menu_selection': 'Include teacher color.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Mean then response bar personal option white.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Deborah Pacheco,34,Crossville,"['Egg', 'Peanuts']",Keto,"{'restaurant_name': 'Morris-Dalton', 'meal_type': 'Starter', 'menu_selection': 'Peace institution up heavy half couple table indicate.', 'special_requests': 'Egg, Peanuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Green dream employee economic.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
Jeffrey Lopez,40,West Tinamouth,"['Peanuts', 'Egg']",Low Fat,"{'restaurant_name': 'Juarez-Phillips', 'meal_type': 'Starter', 'menu_selection': 'Develop hope remember door career vote pick.', 'special_requests': 'Peanuts, Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'Option team same power score table similar use.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Christopher Stewart,60,West Brittanyhaven,['Tree nuts'],Low Fat,"{'restaurant_name': 'Johnson, Smith and Lutz', 'meal_type': 'Starter', 'menu_selection': 'Top simply she.', 'special_requests': 'Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Much program ready security simply receive.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Mrs. Stephanie Bernard,48,Michelleport,['Milk'],Vegan,"{'restaurant_name': 'Smith Inc', 'meal_type': 'Starter', 'menu_selection': 'White maintain though assume you.', 'special_requests': 'Milk', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Risk society growth sound.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
Randy Graham,54,South Amber,['Tree nuts'],Kosher,"{'restaurant_name': 'Harris, Johnson and Mcfarland', 'meal_type': 'Dessert', 'menu_selection': 'Sell successful point call hour short go.', 'special_requests': 'Tree nuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Forward yourself want machine.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Andrew Randall,38,Port Martin,"['Egg', 'Peanuts']",Vegetarian,"{'restaurant_name': 'Rodriguez-Mcmahon', 'meal_type': 'Main Course', 'menu_selection': 'A hospital method significant material worker who.', 'special_requests': 'Egg, Peanuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Travel measure identify how like enjoy.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
James Mclaughlin,23,Sarahport,[],Kosher,"{'restaurant_name': 'Bryant LLC', 'meal_type': 'Dessert', 'menu_selection': 'Population report leader light.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Rather just conference score.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Matthew Brown,48,Jaredview,['Peanuts'],Low Fat,"{'restaurant_name': 'Edwards-Mills', 'meal_type': 'Drink', 'menu_selection': 'Top on he course.', 'special_requests': 'Peanuts', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Blood dog reason season civil.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Thomas Wright,22,Wilsonville,[],Keto,"{'restaurant_name': 'Calderon, Clarke and Harris', 'meal_type': 'Main Course', 'menu_selection': 'Officer team difference seem others.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Stand population summer election image yet she light.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Emily Robinson,37,Mooreborough,"['Wheat', 'Shellfish', 'Milk']",Vegetarian,"{'restaurant_name': 'Phillips, Lawson and Lowery', 'meal_type': 'Dessert', 'menu_selection': 'Coach last general relate.', 'special_requests': 'Wheat, Shellfish, Milk', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Event eat better drug cover we.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Jay Jennings,45,Katherinefurt,[],Vegan,"{'restaurant_name': 'Stuart, Simpson and Gutierrez', 'meal_type': 'Main Course', 'menu_selection': 'Father appear particularly health job especially direction.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Student movie picture less firm drive source explain.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Shane Mendez,49,Collinsberg,['Tree nuts'],Keto,"{'restaurant_name': 'Miller, Diaz and Allen', 'meal_type': 'Drink', 'menu_selection': 'Director movie five let.', 'special_requests': 'Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Bill material conference possible letter.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Brian Diaz,57,Brettfort,"['Milk', 'Shellfish', 'Peanuts']",Keto,"{'restaurant_name': 'White, Romero and Ayala', 'meal_type': 'Dessert', 'menu_selection': 'Fight they professional finish court but be sea.', 'special_requests': 'Milk, Shellfish, Peanuts', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Picture model important itself teacher.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Linda Russell,39,Williamschester,"['Milk', 'Wheat', 'Tree nuts']",Kosher,"{'restaurant_name': 'Smith Group', 'meal_type': 'Dessert', 'menu_selection': 'Send check wish movie bill upon.', 'special_requests': 'Milk, Wheat, Tree nuts', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Stock nor once your.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 2}, 'privacy_setting': 'Profile Private'}"
Emily Holloway,22,Port Kristyview,[],Gluten Free,"{'restaurant_name': 'Williams, Castillo and Cox', 'meal_type': 'Dessert', 'menu_selection': 'Four exactly production land culture.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Now choice true recently alone.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Adrienne Wood,52,Lyonsberg,"['Peanuts', 'Fish']",Keto,"{'restaurant_name': 'Hebert, Norman and Kaufman', 'meal_type': 'Starter', 'menu_selection': 'Ability well step.', 'special_requests': 'Peanuts, Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'Threat able even development science similar set rather.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Edward Smith,55,South Kristin,['Soy'],Vegetarian,"{'restaurant_name': 'White Group', 'meal_type': 'Starter', 'menu_selection': 'Energy turn fast American.', 'special_requests': 'Soy', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Tell talk audience safe food center front best.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
Daryl Morgan,42,New Linda,['Egg'],Vegetarian,"{'restaurant_name': 'Charles-Aguirre', 'meal_type': 'Drink', 'menu_selection': 'Act design world threat.', 'special_requests': 'Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'Plant coach information.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Most Details Public'}"
Debra Fields,57,North Travis,[],Low Fat,"{'restaurant_name': 'Donovan, Gray and Hopkins', 'meal_type': 'Main Course', 'menu_selection': 'Imagine fact choice staff entire look total.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'What maintain participant visit after natural scene share.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Kathy Lawson,29,North Luis,"['Fish', 'Milk']",Keto,"{'restaurant_name': 'Velasquez PLC', 'meal_type': 'Starter', 'menu_selection': 'Fund manager father local there miss available management.', 'special_requests': 'Fish, Milk', 'feedback': 'Neutral'}","{'staff_interaction': 'Pm line citizen single partner.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Linda Adams,50,North Janetmouth,"['Milk', 'Fish']",Kosher,"{'restaurant_name': 'Buchanan Ltd', 'meal_type': 'Main Course', 'menu_selection': 'During surface relationship impact find billion.', 'special_requests': 'Milk, Fish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Customer happen full parent poor make.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Lisa King,30,North Timothy,"['Milk', 'Fish']",Halal,"{'restaurant_name': 'Smith, Gonzalez and Vargas', 'meal_type': 'Starter', 'menu_selection': 'Hand must instead prove low tree attorney.', 'special_requests': 'Milk, Fish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Energy politics hard want.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Some Details Public'}"
Kyle Gutierrez,23,Mendozabury,"['Tree nuts', 'Fish']",Vegan,"{'restaurant_name': 'Freeman, Mckenzie and Morales', 'meal_type': 'Starter', 'menu_selection': 'Skin out be.', 'special_requests': 'Tree nuts, Fish', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Low detail travel high support certainly.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Lawrence Edwards,26,Yolandachester,"['Peanuts', 'Egg']",Low Fat,"{'restaurant_name': 'Ware PLC', 'meal_type': 'Main Course', 'menu_selection': 'Agency sound ever subject democratic place father sort.', 'special_requests': 'Peanuts, Egg', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Himself though hand star star carry.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
